No,Left,Right,Total Distance,Date
117,4.375,6.018,127.416,22-01-07 14:29:15
118,6.126,4.762,127.911,22-01-07 14:29:20
119,4.736,5.362,127.121,22-01-07 14:29:25
120,6.441,3.645,127.108,22-01-07 14:29:30
121,5.694,6.52,129.238,22-01-07 14:29:35
122,3.834,7.057,127.914,22-01-07 14:29:50
123,3.098,7.295,127.416,22-01-07 14:29:54
124,3.484,6.924,127.431,22-01-07 14:29:59
125,3.769,7.11,127.902,22-01-07 14:30:04
126,7.202,2.894,127.12,22-01-07 14:30:09
127,4.375,6.016,127.414,22-01-07 14:30:14
128,6.121,4.76,127.904,22-01-07 14:30:19
129,4.746,5.358,127.127,22-01-07 14:30:23
130,6.427,3.658,127.108,22-01-07 14:30:28
131,5.672,6.546,129.24,22-01-07 14:30:32
132,3.766,7.106,127.895,22-01-07 14:36:12
133,3.832,7.06,127.914,22-01-07 14:40:43
134,3.83,7.06,127.913,22-01-07 14:46:03
135,3.83,7.059,127.912,22-01-07 14:46:17
136,3.097,7.292,127.413,22-01-07 14:46:22
137,3.831,7.06,127.915,22-01-07 14:46:45
138,3.096,7.295,127.414,22-01-07 14:46:49
139,3.482,6.918,127.423,22-01-07 14:46:54
140,3.763,7.109,127.895,22-01-07 14:46:59
141,7.201,2.89,127.114,22-01-07 14:47:04
142,3.829,7.06,127.911,22-01-07 14:52:14
143,3.094,7.293,127.41,22-01-07 14:52:18
144,3.48,6.922,127.425,22-01-07 14:52:23
145,3.828,7.06,127.912,22-01-07 14:52:49
146,3.094,7.294,127.411,22-01-07 14:52:54
147,3.48,6.917,127.42,22-01-07 14:52:59
148,3.759,7.112,127.894,22-01-07 14:53:03
149,7.202,2.886,127.11,22-01-07 14:53:08
150,4.372,6.018,127.413,22-01-07 14:53:13
151,6.134,4.751,127.908,22-01-07 14:53:18
152,3.829,7.061,127.914,22-01-07 14:54:37
153,3.09,7.295,127.408,22-01-07 14:54:42
154,3.485,6.91,127.417,22-01-07 14:54:46
155,3.761,7.111,127.895,22-01-07 14:54:51
156,3.83,7.06,127.913,22-01-07 14:55:13
157,3.093,7.292,127.408,22-01-07 14:55:18
158,3.487,6.908,127.418,22-01-07 14:55:23
159,3.762,7.111,127.896,22-01-07 14:55:27
160,7.22,2.871,127.114,22-01-07 14:55:32
161,4.364,6.03,127.416,22-01-07 14:55:37
162,3.83,7.06,127.913,22-01-07 14:57:35
163,3.09,7.297,127.409,22-01-07 14:57:40
164,3.489,6.904,127.416,22-01-07 14:57:45
165,3.759,7.112,127.894,22-01-07 14:57:49
166,7.214,2.874,127.111,22-01-07 14:57:54
167,4.345,6.04,127.407,22-01-07 14:57:59
168,6.138,4.746,127.908,22-01-07 14:58:03
169,4.738,5.359,127.12,22-01-07 14:58:08
170,6.41,3.677,127.109,22-01-07 14:58:13
171,5.641,6.573,129.237,22-01-07 14:58:18
172,3.831,7.06,127.914,22-01-07 14:59:44
173,3.094,7.294,127.411,22-01-07 14:59:49
174,3.486,6.91,127.418,22-01-07 14:59:54
175,3.761,7.112,127.896,22-01-07 14:59:58
176,7.226,2.871,127.12,22-01-07 15:00:03
177,3.831,7.063,127.916,22-01-07 15:00:26
178,3.095,7.294,127.413,22-01-07 15:00:31
179,3.485,6.913,127.421,22-01-07 15:00:36
180,3.758,7.115,127.896,22-01-07 15:00:40
181,7.232,2.858,127.113,22-01-07 15:00:45
182,4.351,6.049,127.424,22-01-07 15:00:50
183,6.139,4.747,127.909,22-01-07 15:00:54
184,4.726,5.369,127.118,22-01-07 15:00:58
185,6.401,3.686,127.11,22-01-07 15:01:03
186,5.613,6.605,129.241,22-01-07 15:01:08
187,3.829,7.061,127.913,22-01-07 15:02:18
188,3.093,7.292,127.408,22-01-07 15:02:23
189,3.485,6.916,127.424,22-01-07 15:02:28
190,3.761,7.109,127.893,22-01-07 15:02:32
191,7.233,2.858,127.114,22-01-07 15:02:37
192,7.233,2.858,127.424,22-01-07 15:02:42
193,6.155,4.725,127.903,22-01-07 15:02:52
194,4.73,5.373,127.126,22-01-07 15:02:57
195,6.384,3.701,127.108,22-01-07 15:03:02
196,5.599,6.617,129.239,22-01-07 15:03:07
197,3.828,7.062,127.913,22-01-07 15:03:30
198,3.09,7.295,127.409,22-01-07 15:03:34
199,3.488,6.908,127.418,22-01-07 15:03:39
200,3.764,7.125,127.911,22-01-07 15:03:44
201,7.234,2.858,127.115,22-01-07 15:03:49
202,4.307,6.079,127.409,22-01-07 15:03:54
203,6.16,4.719,127.901,22-01-07 15:03:59
204,4.727,5.375,127.124,22-01-07 15:04:04
205,6.382,3.704,127.109,22-01-07 15:04:08
206,5.576,6.64,129.239,22-01-07 15:04:13
207,3.829,7.061,127.913,22-01-07 15:07:26
208,3.829,7.062,127.914,22-01-07 15:07:49
209,3.091,7.295,127.408,22-01-07 15:07:54
210,3.766,7.107,127.896,22-01-07 15:08:24
211,3.829,7.061,127.912,22-01-07 15:12:02
212,3.091,7.295,127.409,22-01-07 15:12:06
213,3.489,6.905,127.416,22-01-07 15:12:11
214,3.762,7.111,127.896,22-01-07 15:12:15
215,7.224,2.867,127.114,22-01-07 15:12:20
216,7.224,2.867,0,22-01-07 15:12:24
217,6.161,4.718,127.902,22-01-07 15:12:31
218,4.726,5.368,127.117,22-01-07 15:12:35
219,6.374,3.711,127.108,22-01-07 15:12:40
220,5.56,6.657,129.24,22-01-07 15:12:44
221,3.829,7.069,127.922,22-01-07 15:13:01
222,3.093,7.295,127.411,22-01-07 15:13:06
223,3.488,6.912,127.423,22-01-07 15:13:10
224,3.83,7.061,127.913,22-01-07 15:13:26
225,3.089,7.296,127.408,22-01-07 15:13:31
226,3.486,6.916,127.424,22-01-07 15:13:35
227,3.761,7.11,127.894,22-01-07 15:13:39
228,7.222,2.872,127.117,22-01-07 15:13:44
229,4.315,6.069,127.407,22-01-07 15:13:48
230,6.168,4.719,127.91,22-01-07 15:13:53
231,3.903,6.989,127.915,22-01-07 15:17:57
232,3.176,7.22,127.419,22-01-07 15:18:01
233,3.512,6.877,127.412,22-01-07 15:18:06
234,3.831,7.042,127.896,22-01-07 15:18:11
235,7.293,2.8,127.116,22-01-07 15:18:16
236,4.339,6.052,127.415,22-01-07 15:18:21
237,6.224,4.669,127.916,22-01-07 15:18:26
238,4.777,5.326,127.126,22-01-07 15:18:31
239,6.376,3.695,127.094,22-01-07 15:18:35
240,5.59,6.628,129.241,22-01-07 15:18:40
241,3.901,6.991,127.916,22-01-07 15:19:02
242,3.167,7.234,127.423,22-01-07 15:19:07
243,3.901,6.992,127.916,22-01-07 15:19:19
244,3.145,7.254,127.422,22-01-07 15:19:24
245,3.516,6.873,127.412,22-01-07 15:19:29
246,3.825,7.052,127.9,22-01-07 15:19:34
247,7.292,2.799,127.114,22-01-07 15:19:39
248,4.338,6.052,127.413,22-01-07 15:19:43
249,6.243,4.643,127.909,22-01-07 15:19:47
250,4.772,5.334,127.129,22-01-07 15:19:52
251,6.362,3.71,127.095,22-01-07 15:19:57
252,5.554,6.66,129.237,22-01-07 15:20:02
253,6.938,3.96,127.921,22-01-07 15:29:39
254,5.043,5.364,127.43,22-01-07 15:29:44
255,7.249,3.137,127.409,22-01-07 15:29:48
256,5.504,5.377,127.904,22-01-07 15:29:53
257,6.173,3.924,127.12,22-01-07 15:29:57
258,6.173,3.924,127.413,22-01-07 15:30:02
259,6.862,4.03,127.915,22-01-07 16:54:44
260,6.79,4.101,127.915,22-01-07 17:07:18
261,6.29,4.589,127.901,22-01-07 17:09:28
262,6.789,4.103,127.915,22-01-07 17:23:34
263,6.789,4.103,0,22-01-07 17:23:38
264,6.789,4.107,127.919,22-01-07 17:24:42
265,6.788,4.107,127.917,22-01-07 17:25:32
266,4.964,5.446,127.433,22-01-07 17:25:37
267,7.256,3.128,127.408,22-01-07 17:25:41
