No,Left,Right,Total Distance,Date
54,7.159,2.845,127.221,22-01-14 10:08:56
55,5.236,4.767,127.221,22-01-14 10:09:00
56,6.78,2.95,126.947,22-01-14 10:09:05
57,4.49,5.511,127.218,22-01-14 10:09:09
58,5.578,6.3,129.096,22-01-14 10:09:14
59,6.713,2.998,126.928,22-01-14 10:09:18
60,6.743,2.962,126.923,22-01-14 10:09:23
61,7.013,2.73,126.961,22-01-14 10:09:37
62,7,2.742,126.961,22-01-14 10:10:04
63,4.471,6.023,127.713,22-01-14 10:10:08
64,7.164,2.842,127.224,22-01-14 10:10:12
65,5.602,4.405,127.225,22-01-14 10:10:17
66,5.21,4.795,127.223,22-01-14 10:10:21
67,6.776,2.951,126.945,22-01-14 10:10:26
68,4.484,5.518,127.22,22-01-14 10:10:30
69,5.592,6.29,129.1,22-01-14 10:10:35
70,6.713,2.989,126.92,22-01-14 10:10:39
71,6.713,2.989,126.961,22-01-14 11:13:00
72,6.713,2.989,127.713,22-01-14 11:13:04
73,5.479,4.268,126.965,22-01-14 11:13:22
74,4.524,5.971,127.713,22-01-14 11:13:26
75,5.331,4.676,127.225,22-01-14 11:13:31
76,2.974,7.04,127.232,22-01-14 11:13:35
77,5.298,4.709,127.226,22-01-14 11:13:39
78,2.653,7.079,126.95,22-01-14 11:13:44
79,3.367,6.639,127.224,22-01-14 11:13:48
80,5.104,6.78,129.102,22-01-14 11:13:53
81,3.131,6.577,126.926,22-01-14 11:13:57
82,2.828,6.883,126.929,22-01-14 11:14:02
83,5.299,4.457,127.25,22-01-14 13:40:28
84,4.338,6.167,127.999,22-01-14 13:40:33
85,5.28,4.738,127.512,22-01-14 13:40:37
86,2.873,7.146,127.513,22-01-14 13:40:42
87,5.372,4.648,127.514,22-01-14 13:40:46
88,2.507,7.232,127.232,22-01-14 13:40:51
89,3.402,6.619,127.515,22-01-14 13:40:55
90,5.186,6.701,129.381,22-01-14 13:41:00
91,3.254,6.468,127.216,22-01-14 13:41:04
92,5.683,4.038,127.214,22-01-14 13:41:09
93,5.295,4.467,127.256,22-01-14 13:41:25
94,4.34,6.171,128.004,22-01-14 13:41:29
95,5.295,4.725,127.514,22-01-14 13:41:34
96,2.87,7.152,127.515,22-01-14 13:41:38
97,5.349,4.669,127.511,22-01-14 13:41:42
98,2.509,7.233,127.236,22-01-14 13:41:47
99,3.399,6.626,127.519,22-01-14 13:41:51
100,5.211,6.677,129.383,22-01-14 13:41:56
101,3.272,6.447,127.212,22-01-14 13:42:00
102,5.658,4.075,127.227,22-01-14 13:42:05
103,7.118,2.64,127.253,22-01-14 13:42:25
104,7.1,3.415,128.009,22-01-14 13:42:30
105,7.158,2.862,127.513,22-01-14 13:42:34
106,6.759,3.261,127.514,22-01-14 13:42:39
107,6.728,3.291,127.512,22-01-14 13:42:43
108,6.837,2.909,127.24,22-01-14 13:42:48
109,5.954,4.071,127.519,22-01-14 13:42:52
110,5.83,6.06,129.384,22-01-14 13:42:57
111,7.055,2.671,127.22,22-01-14 13:43:01
112,7.011,2.709,127.213,22-01-14 13:43:06
113,7.069,2.733,127.296,22-01-14 17:24:46
114,7.101,3.458,128.053,22-01-14 17:24:51
115,7.153,2.915,127.562,22-01-14 17:24:55
116,6.69,3.38,127.564,22-01-14 17:25:00
117,6.657,3.41,127.561,22-01-14 17:25:04
118,6.819,2.977,127.29,22-01-14 17:25:08
119,6.819,2.977,127.519,22-01-14 17:25:13
120,5.8,6.107,129.401,22-01-14 17:25:17
121,7.021,2.744,127.259,22-01-14 17:25:22
122,2.568,7.204,127.265,22-01-14 17:25:26
123,6.984,2.826,127.304,22-01-14 17:25:51
124,6.959,2.848,127.301,22-01-14 17:26:27
125,7.057,3.513,128.064,22-01-14 17:26:32
126,7.156,2.917,127.567,22-01-14 17:26:36
127,6.645,3.426,127.565,22-01-14 17:26:40
128,6.631,3.434,127.559,22-01-14 17:26:45
129,6.779,3.002,127.275,22-01-14 17:26:49
130,5.926,4.143,127.563,22-01-14 17:26:54
131,5.77,6.139,129.403,22-01-14 17:26:58
132,7.061,2.711,127.266,22-01-14 17:27:03
133,6.587,3.219,127.3,22-01-14 17:30:16
134,6.293,4.271,128.058,22-01-14 17:30:20
135,6.99,3.082,127.566,22-01-14 17:30:25
136,6.565,3.502,127.562,22-01-14 17:30:29
137,6.677,3.394,127.565,22-01-14 17:30:34
138,6.782,3.002,127.278,22-01-14 17:30:38
139,5.856,4.217,127.566,22-01-14 17:30:43
140,5.795,6.116,129.405,22-01-14 17:30:47
141,6.805,2.967,127.267,22-01-14 17:30:52
142,3.015,6.752,127.262,22-01-14 17:30:56
143,6.649,3.156,127.299,22-01-14 17:31:35
144,6.647,3.178,127.319,22-01-14 17:32:32
145,6.338,4.223,128.056,22-01-14 17:32:36
146,7.067,3.011,127.572,22-01-14 17:32:41
147,7.067,3.011,127.562,22-01-14 17:32:45
148,6.687,3.386,127.567,22-01-14 17:32:49
149,6.795,2.993,127.282,22-01-14 17:32:54
150,5.889,4.184,127.568,22-01-14 17:32:58
151,5.81,6.107,129.411,22-01-14 17:33:03
152,6.893,2.875,127.262,22-01-14 17:33:07
153,6.478,3.326,127.298,22-01-14 17:38:18
154,3.829,6.734,128.058,22-01-14 17:38:23
155,6.986,3.09,127.57,22-01-14 17:38:27
156,6.716,3.357,127.568,22-01-14 17:38:31
157,5.61,4.463,127.567,22-01-14 17:38:36
158,6.783,3.007,127.284,22-01-14 17:38:40
159,5.837,4.24,127.571,22-01-14 17:38:45
160,4.761,7.153,129.407,22-01-14 17:38:49
161,6.88,2.886,127.26,22-01-14 17:38:54
162,2.912,6.869,127.274,22-01-14 17:38:58
163,6.526,3.281,127.301,22-01-14 17:39:23
164,6.513,3.295,127.302,22-01-14 17:40:03
165,3.842,6.725,128.061,22-01-14 17:40:08
166,7.019,3.058,127.571,22-01-14 17:40:12
167,6.732,3.342,127.568,22-01-14 17:40:17
168,5.62,4.454,127.568,22-01-14 17:40:21
169,6.819,2.971,127.283,22-01-14 17:40:25
170,5.884,4.186,127.564,22-01-14 17:40:30
171,4.824,7.088,129.405,22-01-14 17:40:34
172,6.924,2.843,127.261,22-01-14 17:40:39
