No,Left,Right,Total Distance,Date
41,3.752,6.591,127.584,22-01-12 14:17:36
42,3.752,6.591,0,22-01-12 14:17:41
43,3.752,6.591,0,22-01-12 14:18:16
44,4.991,7.211,129.444,22-01-12 14:18:22
45,3.981,6.369,127.592,22-01-12 14:18:27
46,6.428,4.386,128.056,22-01-12 14:18:32
47,7.243,2.797,127.282,22-01-12 14:18:36
48,4.045,6.294,127.58,22-01-12 14:18:41
49,6.851,3.973,128.065,22-01-12 14:18:46
50,6.869,3.18,127.29,22-01-12 14:18:50
51,3.738,6.602,127.581,22-01-12 14:18:55
52,3.738,6.602,0,22-01-12 14:18:59
53,0,0,0,22-01-12 15:14:55
54,4.999,7.204,129.444,22-01-12 15:15:01
55,3.98,6.373,127.595,22-01-12 15:15:05
56,6.418,4.401,128.06,22-01-12 15:15:10
57,7.256,2.789,127.286,22-01-12 15:15:15
58,4.041,6.303,127.586,22-01-12 15:15:20
59,6.858,3.968,128.067,22-01-12 15:15:24
60,6.862,3.187,127.29,22-01-12 15:15:29
61,3.722,6.623,127.586,22-01-12 15:15:34
62,3.722,6.623,0,22-01-12 15:15:39
63,0,0,0,22-01-12 15:16:33
64,4.999,7.204,129.444,22-01-12 15:17:01
65,3.984,6.371,127.596,22-01-12 15:17:06
66,6.404,4.411,128.056,22-01-12 15:17:11
67,7.255,2.791,127.287,22-01-12 15:17:15
68,4.042,6.3,127.583,22-01-12 15:17:20
69,6.856,3.97,128.067,22-01-12 15:17:24
70,6.847,3.2,127.288,22-01-12 15:17:29
71,3.726,6.637,127.604,22-01-12 15:17:34
72,3.726,6.637,0,22-01-12 15:17:39
74,0,0,0,22-01-12 15:29:46
73,0,0,0,22-01-12 15:29:46
75,4.997,7.208,129.446,22-01-12 15:30:02
76,3.987,6.369,127.597,22-01-12 15:30:07
77,6.401,4.419,128.061,22-01-12 15:30:12
78,7.259,2.786,127.286,22-01-12 15:30:17
79,4.022,6.326,127.59,22-01-12 15:30:21
80,6.858,3.972,128.071,22-01-12 15:30:26
81,6.849,3.205,127.296,22-01-12 15:30:31
82,3.691,6.659,127.591,22-01-12 15:30:36
84,0,0,0,22-01-12 15:30:40
83,3.691,6.659,0,22-01-12 15:30:40
86,0,0,0,22-01-12 15:31:44
85,3.691,6.659,0,22-01-12 15:31:44
87,5,7.205,129.447,22-01-12 15:31:50
88,3.989,6.371,127.602,22-01-12 15:31:55
89,6.392,4.427,128.06,22-01-12 15:31:59
90,7.264,2.784,127.29,22-01-12 15:32:04
91,4.019,6.328,127.588,22-01-12 15:32:09
92,6.863,3.968,128.072,22-01-12 15:32:14
93,6.833,3.216,127.291,22-01-12 15:32:18
94,3.675,6.673,127.59,22-01-12 15:32:23
96,0,0,0,22-01-12 15:32:27
95,3.675,6.673,0,22-01-12 15:32:27
98,0,0,0,22-01-12 15:33:06
97,3.675,6.673,0,22-01-12 15:33:06
99,4.997,7.208,129.446,22-01-12 15:33:12
100,3.984,6.373,127.598,22-01-12 15:33:17
101,6.39,4.426,128.057,22-01-12 15:33:22
102,7.265,2.776,127.283,22-01-12 15:33:27
104,0,0,0,22-01-12 15:35:04
104,4.998,7.205,129.445,22-01-12 15:35:11
105,3.994,6.365,127.6,22-01-12 15:35:15
106,6.392,4.426,128.06,22-01-12 15:35:19
107,7.276,2.77,127.288,22-01-12 15:35:25
108,4.04,6.302,127.583,22-01-12 15:35:29
109,6.868,3.962,128.071,22-01-12 15:35:34
110,6.829,3.225,127.295,22-01-12 15:35:40
111,0,0,0,22-01-12 15:37:26
112,5.004,7.199,129.445,22-01-12 15:37:33
113,3.996,6.36,127.597,22-01-12 15:37:37
114,6.381,4.433,128.056,22-01-12 15:37:42
115,7.28,2.767,127.288,22-01-12 15:37:47
116,4.027,6.316,127.585,22-01-12 15:37:52
117,6.885,3.943,128.069,22-01-12 15:37:56
118,6.824,3.225,127.29,22-01-12 15:38:02
119,3.654,6.695,127.59,22-01-12 15:38:06
120,0,0,0,22-01-12 15:38:11
121,0,0,0,22-01-12 15:57:14
122,4.994,7.207,129.442,22-01-12 15:57:21
123,3.993,6.359,127.593,22-01-12 15:57:26
124,6.372,4.442,128.056,22-01-12 15:57:30
125,7.272,2.771,127.284,22-01-12 15:57:35
126,4.032,6.309,127.583,22-01-12 15:57:40
127,6.9,3.927,128.068,22-01-12 15:57:45
128,6.809,3.243,127.294,22-01-12 15:57:50
129,3.65,6.694,127.585,22-01-12 15:57:55
130,0,0,0,22-01-12 15:58:00
131,0,0,0,22-01-12 16:03:55
132,4.999,7.203,129.443,22-01-12 16:04:03
133,3.998,6.356,127.595,22-01-12 16:04:07
134,6.363,4.452,128.056,22-01-12 16:04:13
135,7.283,2.761,127.286,22-01-12 16:04:17
136,4.031,6.311,127.583,22-01-12 16:04:22
137,6.917,3.909,128.067,22-01-12 16:04:27
138,6.788,3.256,127.285,22-01-12 16:04:32
139,3.645,6.698,127.585,22-01-12 16:04:37
140,0,0,0,22-01-12 16:04:42
141,0,0,0,22-01-12 16:28:46
142,4.997,7.208,129.446,22-01-12 16:28:51
143,3.994,6.365,127.601,22-01-12 16:28:56
144,6.344,4.474,128.06,22-01-12 16:29:01
145,7.285,2.765,127.291,22-01-12 16:29:05
146,4.006,6.333,127.58,22-01-12 16:29:10
147,6.926,3.903,128.071,22-01-12 16:29:14
148,6.765,3.283,127.289,22-01-12 16:29:19
149,3.616,6.726,127.583,22-01-12 16:29:24
150,0,0,0,22-01-12 16:29:29
151,0,0,0,22-01-12 20:56:09
152,6.223,4.164,127.621,22-01-12 20:57:19
153,6.083,6.126,129.443,22-01-12 20:57:24
154,7.376,2.985,127.594,22-01-12 20:57:28
155,7.299,3.554,128.086,22-01-12 20:57:33
156,4.842,5.238,127.313,22-01-12 20:57:38
157,6.912,3.456,127.601,22-01-12 20:57:43
158,7.054,3.798,128.086,22-01-12 20:57:47
159,7.026,3.071,127.331,22-01-12 20:57:52
160,6.88,3.489,127.603,22-01-12 20:57:57
161,6.847,3.214,127.294,22-01-12 20:58:02
162,6.197,4.185,127.615,22-01-12 20:58:21
163,6.039,6.17,129.442,22-01-12 20:58:26
164,7.377,3.011,127.622,22-01-12 20:58:31
165,7.29,3.562,128.085,22-01-12 20:58:35
166,4.872,5.209,127.314,22-01-12 20:58:40
167,6.913,3.459,127.605,22-01-12 20:58:45
168,7.098,3.766,128.097,22-01-12 20:58:49
169,7.019,3.078,127.331,22-01-12 20:58:54
170,6.883,3.488,127.604,22-01-12 20:58:59
171,6.863,3.198,127.294,22-01-12 20:59:04
172,6.191,4.188,127.612,22-01-12 21:00:43
173,6.012,6.199,129.444,22-01-12 21:00:48
174,7.375,2.978,127.587,22-01-12 21:00:53
175,7.284,3.568,128.085,22-01-12 21:00:58
176,4.899,5.185,127.317,22-01-12 21:01:02
177,6.911,3.457,127.602,22-01-12 21:01:07
178,7.107,3.756,128.096,22-01-12 21:01:12
179,6.985,3.096,127.314,22-01-12 21:01:16
180,6.901,3.479,127.614,22-01-12 21:01:21
181,5.335,4.727,127.296,22-01-12 21:01:26
182,6.232,4.123,127.573,22-01-12 21:14:55
183,5.556,6.646,129.42,22-01-12 21:14:59
184,5.714,4.646,127.578,22-01-12 21:15:04
185,7.314,3.54,128.072,22-01-12 21:15:09
186,4.912,5.167,127.297,22-01-12 21:15:14
187,6.909,3.455,127.583,22-01-12 21:15:19
188,7.133,3.723,128.074,22-01-12 21:15:24
189,7.004,3.079,127.301,22-01-12 21:15:29
190,3.716,6.684,127.618,22-01-12 21:15:34
191,6.117,3.929,127.264,22-01-12 21:15:39
192,6.212,4.137,127.567,22-01-12 21:21:21
193,6.207,4.141,127.566,22-01-12 21:28:02
194,5.486,6.717,129.421,22-01-12 21:28:07
195,5.711,4.644,127.574,22-01-12 21:28:12
196,7.314,3.537,128.069,22-01-12 21:28:17
197,4.931,5.144,127.293,22-01-12 21:28:22
198,6.912,3.452,127.582,22-01-12 21:28:27
199,7.154,3.711,128.083,22-01-12 21:28:32
200,6.998,3.085,127.301,22-01-12 21:28:37
201,3.697,6.686,127.601,22-01-12 21:28:41
202,6.114,3.95,127.282,22-01-12 21:28:47
203,6.195,4.15,127.564,22-01-12 21:35:25
204,5.458,6.746,129.422,22-01-12 21:35:30
205,5.713,4.639,127.57,22-01-12 21:35:35
206,7.313,3.537,128.068,22-01-12 21:35:40
207,4.954,5.127,127.298,22-01-12 21:35:45
208,6.914,3.453,127.585,22-01-12 21:35:49
209,7.167,3.687,128.072,22-01-12 21:35:55
210,6.994,3.087,127.299,22-01-12 21:35:59
211,3.692,6.68,127.59,22-01-12 21:36:04
212,6.101,3.965,127.284,22-01-12 21:36:09
213,6.189,4.156,127.563,22-01-12 21:39:52
214,5.437,6.768,129.423,22-01-12 21:39:58
215,5.716,4.664,127.597,22-01-12 21:40:02
216,7.309,3.541,128.068,22-01-12 21:40:08
217,4.958,5.116,127.291,22-01-12 21:40:13
218,6.915,3.451,127.584,22-01-12 21:40:18
219,7.184,3.679,128.081,22-01-12 21:40:23
220,6.987,3.089,127.294,22-01-12 21:40:28
221,3.673,6.694,127.585,22-01-12 21:40:33
222,6.096,3.972,127.287,22-01-12 21:40:38
223,6.193,4.162,127.573,22-01-12 21:41:41
224,6.179,4.167,127.563,22-01-12 21:42:21
225,6.176,4.169,127.563,22-01-12 21:42:45
226,5.411,6.793,129.422,22-01-12 21:42:49
227,5.722,4.632,127.572,22-01-12 21:42:54
228,7.303,3.546,128.067,22-01-12 21:42:59
229,6.166,4.176,127.56,22-01-12 21:43:16
230,5.392,6.814,129.424,22-01-12 21:43:21
231,5.723,4.63,127.571,22-01-12 21:43:26
232,7.293,3.556,128.067,22-01-12 21:43:30
233,6.163,4.179,127.56,22-01-12 21:46:55
234,5.371,6.833,129.422,22-01-12 21:47:01
235,5.736,4.623,127.576,22-01-12 21:47:05
236,7.291,3.558,128.066,22-01-12 21:47:10
237,4.972,5.1,127.29,22-01-12 21:47:15
238,6.922,3.445,127.584,22-01-12 21:47:20
239,7.198,3.654,128.07,22-01-12 21:47:25
240,6.984,3.098,127.3,22-01-12 21:47:29
241,3.656,6.723,127.597,22-01-12 21:47:34
242,6.091,3.977,127.286,22-01-12 21:47:39
