No,Left,Right,Total Distance,Date
83,3.836,6.504,0,22-01-11 18:12:08
84,3.836,6.504,0,22-01-11 18:13:14
85,5.213,6.984,129.22,22-01-11 18:13:20
86,3.996,6.356,127.375,22-01-11 18:13:24
87,6.479,4.337,127.839,22-01-11 18:13:29
88,7.109,2.941,127.073,22-01-11 18:13:34
89,4.01,6.332,127.366,22-01-11 18:13:39
90,6.76,4.066,127.849,22-01-11 18:13:44
91,6.946,3.107,127.076,22-01-11 18:13:49
92,3.833,6.513,127.368,22-01-11 18:13:54
93,3.833,6.513,0,22-01-11 18:13:58
94,0,0,0,22-01-11 18:26:42
95,5.18,7.018,129.221,22-01-11 18:26:48
96,3.998,6.351,127.371,22-01-11 18:26:52
97,6.482,4.332,127.837,22-01-11 18:26:57
98,7.136,2.912,127.071,22-01-11 18:27:02
99,4.018,6.323,127.364,22-01-11 18:27:07
100,6.773,4.06,127.856,22-01-11 18:27:12
101,6.936,3.112,127.07,22-01-11 18:27:17
102,3.825,6.516,127.364,22-01-11 18:27:22
103,3.825,6.516,0,22-01-11 18:27:26
104,0,0,0,22-01-11 20:16:02
105,5.143,7.054,129.22,22-01-11 20:16:09
106,3.996,6.35,127.369,22-01-11 20:16:13
107,6.474,4.334,127.831,22-01-11 20:16:18
108,7.15,2.892,127.065,22-01-11 20:16:23
109,4.025,6.311,127.36,22-01-11 20:16:28
110,6.788,4.027,127.838,22-01-11 20:16:32
111,6.931,3.115,127.068,22-01-11 20:16:37
112,3.826,6.525,127.374,22-01-11 20:16:42
113,3.826,6.525,0,22-01-11 20:16:47
114,0,0,0,22-01-11 22:03:58
115,5.101,7.096,129.22,22-01-11 22:04:06
116,3.992,6.35,127.365,22-01-11 22:04:11
117,6.468,4.337,127.828,22-01-11 22:04:16
118,7.173,2.868,127.064,22-01-11 22:04:20
119,4.028,6.306,127.357,22-01-11 22:04:25
120,6.794,4.016,127.833,22-01-11 22:04:30
121,6.925,3.116,127.064,22-01-11 22:04:34
122,3.782,6.549,127.354,22-01-11 22:04:39
123,3.782,6.549,0,22-01-11 22:04:44
124,6.198,6.539,0,22-01-11 22:05:23
125,5.071,7.125,129.437,22-01-11 22:05:29
126,3.996,6.349,127.586,22-01-11 22:05:34
127,6.461,4.342,128.043,22-01-11 22:05:39
128,7.194,2.843,127.278,22-01-11 22:05:43
129,4.034,6.301,127.575,22-01-11 22:05:48
130,6.804,4.009,128.053,22-01-11 22:05:52
131,6.91,3.134,127.284,22-01-11 22:05:57
132,3.795,6.554,127.589,22-01-11 22:06:02
133,3.795,6.554,0,22-01-11 22:06:07
