No,Left,Right,Total Distance,Date
48,6.483,3.597,127.103,22-01-05 13:23:31
49,6.918,3.131,127.072,22-01-05 13:23:36
50,6.183,3.884,127.09,22-01-05 13:32:15
51,6.779,4.049,127.852,22-01-05 13:32:20
52,6.556,4.326,127.905,22-01-05 13:32:32
53,7.22,3.176,127.419,22-01-05 13:32:37
54,6.722,4.135,127.88,22-01-05 13:32:41
55,3.918,6.193,127.133,22-01-05 13:32:46
56,6.471,3.602,127.096,22-01-05 13:32:51
57,6.895,3.147,127.065,22-01-05 13:32:56
58,6.184,3.883,127.09,22-01-05 13:42:41
59,6.775,4.068,127.865,22-01-05 13:42:45
60,6.803,3.578,127.404,22-01-05 13:42:50
61,6.55,4.336,127.909,22-01-05 13:42:54
62,7.218,3.18,127.421,22-01-05 13:42:59
63,6.697,4.151,127.871,22-01-05 13:43:03
64,3.902,6.205,127.13,22-01-05 13:43:08
65,6.467,3.606,127.096,22-01-05 13:43:13
66,6.874,3.166,127.064,22-01-05 13:43:18
67,6.19,3.876,127.09,22-01-05 13:43:41
68,6.766,4.068,127.857,22-01-05 13:43:46
69,6.793,3.591,127.407,22-01-05 13:43:51
70,6.553,4.34,127.916,22-01-05 13:43:56
71,7.222,3.175,127.421,22-01-05 13:44:01
72,6.694,4.146,127.863,22-01-05 13:44:06
73,3.895,6.212,127.13,22-01-05 13:44:11
74,6.471,3.608,127.102,22-01-05 13:44:16
75,6.854,3.186,127.064,22-01-05 13:44:21
76,7.169,3.155,127.348,22-01-05 13:44:35
77,6.186,3.897,127.106,22-01-05 13:44:40
78,6.772,4.063,127.857,22-01-05 13:44:45
79,6.785,3.605,127.413,22-01-05 13:44:50
80,6.539,4.344,127.906,22-01-05 13:44:55
81,7.222,3.175,127.42,22-01-05 13:45:00
82,6.693,4.148,127.864,22-01-05 13:45:05
83,3.884,6.226,127.133,22-01-05 13:45:10
84,6.453,3.625,127.101,22-01-05 13:45:14
85,6.842,3.201,127.065,22-01-05 13:45:19
86,6.183,3.884,127.091,22-01-05 13:51:28
87,7.142,3.168,127.333,22-01-05 13:52:07
88,6.187,3.893,127.103,22-01-05 13:52:12
89,6.764,4.068,127.856,22-01-05 13:52:17
90,6.781,3.601,127.405,22-01-05 13:52:22
91,6.535,4.347,127.905,22-01-05 13:52:27
92,7.22,3.176,127.419,22-01-05 13:52:32
93,6.69,4.164,127.877,22-01-05 13:52:37
94,3.865,6.24,127.128,22-01-05 13:52:42
95,6.447,3.63,127.1,22-01-05 13:52:47
96,6.812,3.225,127.06,22-01-05 13:52:52
97,7.138,3.172,127.333,22-01-05 13:53:40
98,6.189,3.876,127.088,22-01-05 13:53:45
99,6.761,4.066,127.85,22-01-05 13:53:50
100,6.769,3.619,127.411,22-01-05 13:53:55
101,6.536,4.347,127.906,22-01-05 13:54:00
102,7.225,3.171,127.419,22-01-05 13:54:05
103,6.686,4.17,127.879,22-01-05 13:54:09
104,3.858,6.249,127.13,22-01-05 13:54:14
105,6.437,3.64,127.099,22-01-05 13:54:19
106,6.796,3.241,127.06,22-01-05 13:54:24
107,7.162,3.169,127.353,22-01-05 23:10:47
108,6.197,3.902,127.122,22-01-05 23:10:52
109,6.768,4.079,127.87,22-01-05 23:10:56
110,6.763,3.639,127.425,22-01-05 23:11:01
111,6.547,4.355,127.925,22-01-05 23:11:06
112,7.233,3.182,127.438,22-01-05 23:11:11
113,6.683,4.19,127.896,22-01-05 23:11:15
114,3.862,6.263,127.148,22-01-05 23:11:20
115,6.437,3.665,127.125,22-01-05 23:11:25
116,6.797,3.26,127.08,22-01-05 23:11:30
117,4.104,6.772,127.899,22-01-06 00:32:30
