No,Left,Right,Total Distance,Date
108,3.866,6.482,127.566,22-01-13 13:17:43
109,4.949,7.253,129.419,22-01-13 13:17:48
110,7.323,2.731,127.273,22-01-13 13:17:53
111,0,0,0,22-01-13 13:17:57
112,0,0,0,22-01-13 13:18:02
113,0,0,0,22-01-13 13:18:08
114,0,0,0,22-01-13 13:19:21
115,0,0,0,22-01-13 13:24:10
116,0,0,0,22-01-13 13:24:17
117,0,0,0,22-01-13 13:24:22
118,0,0,0,22-01-13 13:24:26
119,3.856,6.484,127.558,22-01-13 13:24:30
120,4.949,7.253,129.42,22-01-13 13:24:36
121,0,0,0,22-01-13 13:25:47
122,0,0,0,22-01-13 13:25:51
123,0,0,0,22-01-13 13:25:55
124,0,0,0,22-01-13 13:26:00
125,3.856,6.486,127.561,22-01-13 13:26:04
126,4.956,7.245,129.419,22-01-13 13:26:09
127,7.318,2.736,127.272,22-01-13 13:26:14
128,0,0,0,22-01-13 13:26:18
129,0,0,0,22-01-13 13:26:22
130,0,0,0,22-01-13 13:26:26
131,0,0,0,22-01-13 13:26:50
132,0,0,0,22-01-13 13:26:54
133,0,0,0,22-01-13 13:26:59
134,0,0,0,22-01-13 13:27:03
135,3.851,6.492,127.561,22-01-13 13:27:08
136,4.954,7.248,129.421,22-01-13 13:27:13
137,7.322,2.734,127.274,22-01-13 13:27:17
138,0,0,0,22-01-13 13:27:21
139,0,0,0,22-01-13 13:27:25
140,0,0,0,22-01-13 13:27:30
141,0,0,0,22-01-13 13:27:46
142,0,0,0,22-01-13 13:27:51
143,0,0,0,22-01-13 13:27:55
144,0,0,0,22-01-13 13:27:59
145,3.852,6.493,127.563,22-01-13 13:28:04
146,4.949,7.254,129.422,22-01-13 13:28:08
147,7.321,2.735,127.274,22-01-13 13:28:13
148,0,0,0,22-01-13 13:28:17
149,0,0,0,22-01-13 13:28:21
150,0,0,0,22-01-13 13:28:25
151,0,0,0,22-01-13 13:28:44
152,0,0,0,22-01-13 13:28:49
153,0,0,0,22-01-13 13:28:53
154,0,0,0,22-01-13 13:28:57
155,7.321,2.735,127.563,22-01-13 13:29:01
156,6.2,4.159,127.577,22-01-13 13:29:05
157,5.412,6.783,129.413,22-01-13 13:29:10
158,7.309,2.753,127.279,22-01-13 13:29:15
159,0,0,0,22-01-13 13:29:20
160,0,0,0,22-01-13 13:29:24
161,0,0,0,22-01-13 13:29:46
162,0,0,0,22-01-13 13:29:50
163,0,0,0,22-01-13 13:29:55
164,0,0,0,22-01-13 13:29:59
165,7.309,2.753,127.563,22-01-13 13:30:04
166,7.309,2.753,127.577,22-01-13 13:30:08
167,3.202,7.168,127.588,22-01-13 13:30:13
168,3.202,7.168,127.279,22-01-13 13:30:18
169,5.509,4.538,127.266,22-01-13 13:30:23
170,0,0,0,22-01-13 13:30:27
171,0,0,0,22-01-13 13:31:03
172,0,0,0,22-01-13 13:31:07
173,0,0,0,22-01-13 13:31:11
174,0,0,0,22-01-13 13:31:15
175,5.509,4.538,127.563,22-01-13 13:31:19
176,5.509,4.538,127.577,22-01-13 13:31:23
177,3.203,7.154,127.575,22-01-13 13:31:28
178,6.002,6.195,129.415,22-01-13 13:31:33
179,5.542,4.518,127.279,22-01-13 13:31:37
180,0,0,0,22-01-13 13:31:41
181,0,0,0,22-01-13 13:40:54
182,0,0,0,22-01-13 13:40:58
183,0,0,0,22-01-13 13:41:02
184,0,0,0,22-01-13 13:41:06
185,5.542,4.518,127.563,22-01-13 13:41:11
186,5.542,4.518,127.577,22-01-13 13:41:16
187,3.177,7.167,127.562,22-01-13 13:41:20
188,5.996,6.199,129.413,22-01-13 13:41:24
189,5.555,4.507,127.28,22-01-13 13:41:29
190,0,0,0,22-01-13 13:41:34
191,0,0,0,22-01-13 13:43:47
192,0,0,0,22-01-13 13:43:51
193,0,0,0,22-01-13 13:45:55
194,7.344,3.491,128.053,22-01-13 13:48:12
195,7.343,3.504,128.065,22-01-13 13:48:17
196,7.182,3.182,127.582,22-01-13 13:48:21
197,6.993,3.362,127.572,22-01-13 13:48:26
198,6.894,3.458,127.57,22-01-13 13:48:31
199,6.99,3.076,127.284,22-01-13 13:48:36
200,3.062,7.288,127.568,22-01-13 13:48:41
201,5.999,6.195,129.412,22-01-13 13:48:46
202,6.056,3.984,127.257,22-01-13 13:48:51
203,7.116,2.935,127.269,22-01-13 13:48:56
204,7.324,3.511,128.053,22-01-13 13:49:08
205,7.328,3.514,128.06,22-01-13 13:49:13
206,7.18,3.18,127.578,22-01-13 13:49:18
207,6.975,3.375,127.568,22-01-13 13:49:23
208,6.855,3.5,127.572,22-01-13 13:49:28
209,6.982,3.083,127.282,22-01-13 13:49:33
210,3.067,7.284,127.57,22-01-13 13:49:37
211,7.312,3.526,128.055,22-01-13 13:49:54
212,7.333,3.508,128.06,22-01-13 13:49:59
213,7.181,3.177,127.576,22-01-13 13:50:04
214,6.972,3.377,127.567,22-01-13 13:50:09
215,6.863,3.488,127.569,22-01-13 13:50:14
216,6.982,3.085,127.285,22-01-13 13:50:19
217,3.09,7.277,127.585,22-01-13 13:50:24
218,6.001,6.193,129.412,22-01-13 13:50:29
219,6.084,3.954,127.256,22-01-13 13:50:33
220,7.113,2.938,127.269,22-01-13 13:50:38
221,7.302,3.533,128.053,22-01-13 13:51:46
222,7.332,3.509,128.059,22-01-13 13:51:51
223,7.187,3.171,127.576,22-01-13 13:51:56
224,6.968,3.381,127.567,22-01-13 13:52:01
225,6.861,3.49,127.57,22-01-13 13:52:06
226,6.978,3.086,127.282,22-01-13 13:52:11
227,3.067,7.282,127.567,22-01-13 13:52:16
228,6,6.193,129.411,22-01-13 13:52:20
229,6.099,3.932,127.249,22-01-13 13:52:25
230,7.108,2.944,127.27,22-01-13 13:52:30
231,3.755,7.085,128.058,22-01-13 13:52:48
232,4.08,6.764,128.062,22-01-13 13:52:53
233,3.281,7.086,127.585,22-01-13 13:52:58
234,3.118,7.239,127.575,22-01-13 13:53:02
235,5.033,5.317,127.568,22-01-13 13:53:07
236,6.998,3.068,127.284,22-01-13 13:53:11
237,3.057,7.314,127.589,22-01-13 13:53:16
238,5.933,6.266,129.417,22-01-13 13:53:21
239,3.283,6.782,127.282,22-01-13 13:53:26
240,1.538,8.472,127.228,22-01-13 13:53:31
241,7.086,3.75,128.054,22-01-13 13:53:52
242,3.995,6.853,128.065,22-01-13 13:53:57
243,4.249,6.137,127.604,22-01-13 13:54:02
244,3.084,7.273,127.575,22-01-13 13:54:07
245,3.008,7.347,127.573,22-01-13 13:54:12
246,2.767,7.309,127.294,22-01-13 13:54:16
247,6.041,4.309,127.569,22-01-13 13:54:21
248,5.211,6.988,129.417,22-01-13 13:54:26
249,3.298,6.764,127.28,22-01-13 13:54:31
250,3.298,6.764,127.228,22-01-13 13:54:36
251,7.052,3.787,128.057,22-01-13 13:54:54
252,3.98,6.864,128.063,22-01-13 13:54:59
253,4.227,6.14,127.585,22-01-13 13:55:04
254,3.071,7.283,127.573,22-01-13 13:55:08
255,2.981,7.376,127.575,22-01-13 13:55:13
256,2.741,7.328,127.287,22-01-13 13:55:18
257,6.019,4.334,127.571,22-01-13 13:55:23
258,5.176,7.022,129.416,22-01-13 13:55:27
259,3.277,6.787,127.282,22-01-13 13:55:32
260,2.746,7.314,127.278,22-01-13 13:55:37
261,6.512,4.325,128.055,22-01-13 13:55:57
262,6.308,4.532,128.058,22-01-13 13:56:02
263,5.966,4.402,127.586,22-01-13 13:56:07
264,4.958,5.406,127.582,22-01-13 13:56:12
265,4.702,5.654,127.573,22-01-13 13:56:16
266,2.751,7.317,127.286,22-01-13 13:56:21
267,4.614,5.759,127.591,22-01-13 13:56:25
268,6.015,6.186,129.419,22-01-13 13:56:30
269,3.591,6.462,127.271,22-01-13 13:56:35
270,2.732,7.325,127.275,22-01-13 13:56:40
271,6.502,4.333,128.053,22-01-13 13:58:02
272,6.295,4.541,128.055,22-01-13 13:58:07
273,5.935,4.413,127.566,22-01-13 13:58:12
274,4.905,5.44,127.563,22-01-13 13:58:17
275,4.653,5.667,127.538,22-01-13 13:58:22
276,2.659,7.372,127.249,22-01-13 13:58:27
277,4.48,5.826,127.524,22-01-13 13:58:32
278,5.886,6.264,129.368,22-01-13 13:58:37
279,3.458,6.542,127.218,22-01-13 13:58:42
280,2.572,7.42,127.21,22-01-13 13:58:47
281,6.498,4.337,128.053,22-01-13 13:59:56
282,6.308,4.529,128.054,22-01-13 14:00:01
283,5.961,4.397,127.576,22-01-13 14:00:05
284,4.93,5.412,127.56,22-01-13 14:00:10
285,4.687,5.654,127.559,22-01-13 14:00:15
286,2.715,7.343,127.276,22-01-13 14:00:20
287,4.533,5.794,127.545,22-01-13 14:00:24
288,5.969,6.211,129.398,22-01-13 14:00:29
289,3.556,6.472,127.247,22-01-13 14:00:34
290,2.668,7.361,127.247,22-01-13 14:00:39
291,6.252,4.561,128.031,22-01-13 14:00:55
292,4.278,6.559,128.055,22-01-13 14:01:00
293,5.793,4.541,127.553,22-01-13 14:01:05
294,4.857,5.509,127.585,22-01-13 14:01:10
295,4.668,5.682,127.568,22-01-13 14:01:14
296,2.701,7.354,127.273,22-01-13 14:01:19
297,4.623,5.71,127.551,22-01-13 14:01:23
298,5.982,6.2,129.4,22-01-13 14:01:28
299,3.606,6.417,127.241,22-01-13 14:01:33
300,4.107,5.903,127.227,22-01-13 14:01:38
301,7.092,2.699,127.009,22-01-13 14:38:07
302,6.933,3.615,127.766,22-01-13 14:38:13
303,5.65,4.428,127.296,22-01-13 14:38:17
304,4.686,5.401,127.305,22-01-13 14:38:22
305,4.455,5.598,127.271,22-01-13 14:38:27
306,2.546,7.224,126.988,22-01-13 14:38:32
307,4.477,5.58,127.274,22-01-13 14:38:36
308,5.827,6.078,129.123,22-01-13 14:38:41
309,3.473,6.282,126.973,22-01-13 14:38:46
310,3.958,5.793,126.969,22-01-13 14:38:51
311,7.092,2.703,127.012,22-01-13 14:59:11
312,6.944,3.61,127.772,22-01-13 14:59:16
313,5.654,4.409,127.28,22-01-13 14:59:20
314,4.653,5.414,127.285,22-01-13 14:59:25
315,4.452,5.601,127.271,22-01-13 14:59:30
316,2.545,7.23,126.993,22-01-13 14:59:36
317,7.074,2.712,127.005,22-01-13 15:00:14
318,7.068,2.72,127.007,22-01-13 15:00:34
319,6.937,3.605,127.76,22-01-13 15:00:38
320,5.651,4.409,127.277,22-01-13 15:00:43
321,4.642,5.422,127.282,22-01-13 15:00:47
322,4.441,5.624,127.282,22-01-13 15:00:51
323,2.546,7.225,126.989,22-01-13 15:00:56
324,4.468,5.586,127.273,22-01-13 15:01:01
325,5.803,6.097,129.117,22-01-13 15:01:05
326,5.803,6.097,127.007,22-01-13 15:02:11
327,0,0,0,22-01-13 15:06:40
328,0,0,0,22-01-13 15:06:44
329,5.71,4.379,127.307,22-01-13 15:06:49
330,4.636,5.438,127.293,22-01-13 15:06:53
331,4.374,5.687,127.279,22-01-13 15:06:58
332,2.537,7.236,126.992,22-01-13 15:07:02
333,4.479,5.581,127.278,22-01-13 15:07:07
334,5.807,6.099,129.124,22-01-13 15:07:11
335,3.489,6.272,126.979,22-01-13 15:07:16
336,3.957,5.803,126.978,22-01-13 15:07:20
337,0,0,0,22-01-13 15:09:06
338,0,0,0,22-01-13 15:09:44
339,0,0,0,22-01-13 15:09:48
340,0,0,0,22-01-13 15:10:58
341,7.112,3.449,127.78,22-01-13 15:11:02
342,5.705,4.361,127.284,22-01-13 15:11:07
343,4.637,5.436,127.291,22-01-13 15:11:11
344,4.338,5.72,127.275,22-01-13 15:11:15
345,2.542,7.234,126.994,22-01-13 15:11:20
346,4.454,5.605,127.277,22-01-13 15:11:24
347,5.781,6.118,129.118,22-01-13 15:11:29
348,3.459,6.298,126.975,22-01-13 15:11:34
349,3.919,5.835,126.971,22-01-13 15:11:38
350,0,0,0,22-01-13 15:11:53
351,7.11,3.445,127.773,22-01-13 15:11:58
352,5.713,4.357,127.288,22-01-13 15:12:02
353,4.638,5.431,127.287,22-01-13 15:12:07
354,4.306,5.766,127.29,22-01-13 15:12:11
355,2.542,7.233,126.993,22-01-13 15:12:16
356,4.455,5.6,127.273,22-01-13 15:12:21
357,5.808,6.102,129.128,22-01-13 15:12:26
358,3.465,6.297,126.98,22-01-13 15:12:30
359,3.907,5.858,126.983,22-01-13 15:12:35
360,6.539,3.257,127.014,22-01-13 15:15:17
361,6.54,3.255,127.013,22-01-13 15:16:43
362,7.104,3.446,127.768,22-01-13 15:16:47
363,5.719,4.353,127.289,22-01-13 15:16:52
364,4.642,5.421,127.281,22-01-13 15:16:56
365,4.347,5.733,127.298,22-01-13 15:17:01
366,2.542,7.233,126.993,22-01-13 15:17:05
367,4.481,5.605,127.304,22-01-13 15:17:10
368,5.805,6.101,129.124,22-01-13 15:17:14
369,3.498,6.269,126.984,22-01-13 15:17:19
370,3.914,5.855,126.988,22-01-13 15:17:23
371,0,0,0,22-01-13 15:18:11
372,0,0,0,22-01-13 15:18:15
373,6.531,3.261,127.01,22-01-13 15:20:09
374,7.095,3.451,127.763,22-01-13 15:20:14
375,5.714,4.348,127.28,22-01-13 15:20:18
376,0,0,0,22-01-13 15:20:23
377,4.316,5.74,127.274,22-01-13 15:20:27
378,2.542,7.236,126.996,22-01-13 15:20:31
379,4.443,5.615,127.275,22-01-13 15:20:36
380,5.805,6.099,129.122,22-01-13 15:20:40
381,6.516,3.275,127.008,22-01-13 15:21:26
382,7.078,3.465,127.761,22-01-13 15:21:31
383,4.408,5.657,127.283,22-01-13 15:21:35
384,3.515,6.552,127.285,22-01-13 15:21:40
385,3.575,6.501,127.294,22-01-13 15:21:44
386,2.524,7.252,126.994,22-01-13 15:21:49
387,4.427,5.628,127.273,22-01-13 15:21:53
388,5.79,6.116,129.124,22-01-13 15:21:58
389,3.479,6.275,126.972,22-01-13 15:22:02
390,3.867,5.889,126.974,22-01-13 15:22:07
391,0,0,0,22-01-13 15:33:52
392,3.812,6.737,127.767,22-01-13 15:33:57
393,3.767,6.29,127.275,22-01-13 15:34:02
394,3.503,6.56,127.281,22-01-13 15:34:06
395,3.589,6.471,127.278,22-01-13 15:34:11
396,2.539,7.236,126.992,22-01-13 15:34:15
397,4.424,5.633,127.275,22-01-13 15:34:20
398,5.767,6.138,129.123,22-01-13 15:34:24
399,3.059,6.695,126.972,22-01-13 15:34:29
400,0,0,0,22-01-13 15:34:33
401,0,0,0,22-01-13 15:36:20
402,3.743,6.806,127.767,22-01-13 15:36:25
403,3.766,6.297,127.281,22-01-13 15:36:29
404,5.221,4.58,127.019,22-01-13 15:36:48
405,7.093,3.451,127.762,22-01-13 15:36:52
406,3.767,6.292,127.277,22-01-13 15:36:57
407,3.497,6.562,127.277,22-01-13 15:37:01
408,3.597,6.483,127.298,22-01-13 15:37:05
409,2.527,7.247,126.992,22-01-13 15:37:10
410,4.414,5.644,127.276,22-01-13 15:37:14
411,5.769,6.136,129.123,22-01-13 15:37:19
412,3.258,6.496,126.972,22-01-13 15:37:23
413,0,0,0,22-01-13 15:37:27
414,5.211,4.584,127.013,22-01-13 15:39:53
415,7.088,3.456,127.762,22-01-13 15:39:57
416,3.766,6.293,127.278,22-01-13 15:40:02
417,3.48,6.59,127.288,22-01-13 15:40:06
418,3.581,6.483,127.283,22-01-13 15:40:10
419,2.527,7.247,126.992,22-01-13 15:40:15
420,4.409,5.649,127.276,22-01-13 15:40:19
421,5.775,6.128,129.121,22-01-13 15:40:24
422,4.975,4.79,126.983,22-01-13 15:40:28
423,6.601,3.152,126.971,22-01-13 15:40:33
424,5.188,4.602,127.009,22-01-13 15:41:19
425,7.084,3.468,127.771,22-01-13 15:41:24
426,3.762,6.288,127.268,22-01-13 15:41:29
427,3.472,6.591,127.282,22-01-13 15:41:34
428,3.559,6.501,127.277,22-01-13 15:41:38
429,2.521,7.251,126.991,22-01-13 15:41:43
430,4.396,5.661,127.275,22-01-13 15:41:48
431,5.787,6.117,129.122,22-01-13 15:41:53
432,4.972,4.785,126.975,22-01-13 15:41:57
433,6.589,3.164,126.971,22-01-13 15:42:02
434,3.592,6.193,127.004,22-01-13 17:07:47
435,3.787,6.757,127.762,22-01-13 17:07:52
436,6.512,3.54,127.27,22-01-13 17:07:57
437,3.288,6.768,127.274,22-01-13 17:08:02
438,6.608,3.441,127.267,22-01-13 17:08:06
439,2.851,6.917,126.986,22-01-13 17:08:11
440,2.791,7.258,127.267,22-01-13 17:08:16
441,0,0,0,22-01-13 17:08:21
442,3.217,6.53,126.965,22-01-13 17:08:26
443,3.285,6.463,126.966,22-01-13 17:08:31
444,3.608,6.181,127.007,22-01-13 17:08:50
445,3.608,6.179,127.005,22-01-13 17:09:27
446,3.836,6.711,127.765,22-01-13 17:09:32
447,6.542,3.514,127.274,22-01-13 17:09:37
448,3.294,6.763,127.275,22-01-13 17:09:41
449,6.595,3.455,127.268,22-01-13 17:09:45
450,2.88,6.89,126.987,22-01-13 17:09:50
451,2.815,7.236,127.269,22-01-13 17:09:54
452,5.629,6.271,129.118,22-01-13 17:09:59
453,3.249,6.508,126.974,22-01-13 17:10:03
454,3.605,6.183,127.006,22-01-13 17:12:37
455,3.822,6.723,127.762,22-01-13 17:12:42
456,6.536,3.517,127.271,22-01-13 17:12:47
457,3.292,6.763,127.273,22-01-13 17:12:52
458,6.61,3.438,127.266,22-01-13 17:12:57
459,2.871,6.894,126.984,22-01-13 17:13:01
460,2.816,7.236,127.27,22-01-13 17:13:06
461,5.627,6.273,129.118,22-01-13 17:13:11
462,3.248,6.499,126.965,22-01-13 17:13:16
463,3.293,6.456,126.967,22-01-13 17:13:20
464,3.598,6.191,127.007,22-01-13 17:13:58
465,3.799,6.749,127.766,22-01-13 17:14:03
466,6.532,3.519,127.269,22-01-13 17:14:08
467,3.613,6.177,127.008,22-01-13 17:15:44
468,3.801,6.742,127.761,22-01-13 17:15:49
469,6.531,3.52,127.269,22-01-13 17:15:54
470,3.278,6.783,127.279,22-01-13 17:15:59
471,6.608,3.445,127.271,22-01-13 17:16:04
472,2.876,6.891,126.985,22-01-13 17:16:08
473,2.816,7.235,127.269,22-01-13 17:16:13
474,5.59,6.31,129.118,22-01-13 17:16:18
475,3.254,6.5,126.972,22-01-13 17:16:22
476,3.278,6.473,126.968,22-01-13 17:16:27
477,3.839,5.947,127.004,22-01-13 17:45:49
478,6.132,4.411,127.761,22-01-13 17:45:54
479,7.034,3.019,127.271,22-01-13 17:45:59
480,6.139,3.912,127.269,22-01-13 17:46:03
481,6.681,3.365,127.264,22-01-13 17:46:08
482,6.749,3.014,126.981,22-01-13 17:46:13
483,3.76,6.291,127.268,22-01-13 17:46:18
484,5.74,6.158,129.115,22-01-13 17:46:22
485,6.749,3.004,126.97,22-01-13 17:46:27
486,7.031,2.713,126.962,22-01-13 17:46:32
487,3.847,5.942,127.007,22-01-13 17:46:45
488,3.847,5.941,127.006,22-01-13 17:47:32
489,6.147,4.393,127.758,22-01-13 17:47:37
490,7.058,2.995,127.27,22-01-13 17:47:42
491,6.135,3.918,127.272,22-01-13 17:47:46
492,6.672,3.38,127.269,22-01-13 17:47:51
493,6.752,3.016,126.986,22-01-13 17:47:55
494,3.753,6.297,127.268,22-01-13 17:48:00
495,5.718,6.182,129.118,22-01-13 17:48:05
496,6.742,3.006,126.966,22-01-13 17:48:09
497,3.84,5.953,127.011,22-01-13 18:18:28
498,6.149,4.39,127.757,22-01-13 18:18:33
499,7.058,2.996,127.272,22-01-13 18:18:38
500,0,0,0,22-01-13 18:18:43
501,6.627,3.422,127.266,22-01-13 18:18:47
502,6.746,3.016,126.981,22-01-13 18:18:52
503,3.745,6.3,127.262,22-01-13 18:18:57
504,5.724,6.177,129.118,22-01-13 18:19:02
505,6.735,3.011,126.964,22-01-13 18:19:07
506,7.014,2.73,126.962,22-01-13 18:19:12
