No,Left,Right,Total Distance,Date
88,5.686,6.173,129.352,22-01-24 09:33:00
89,6.797,2.857,127.148,22-01-24 09:33:03
90,5.08,4.576,127.149,22-01-24 09:33:07
91,7.041,2.667,127.202,22-01-24 09:33:52
92,0,0,0,22-01-24 09:33:55
93,7.088,2.864,127.446,22-01-24 09:33:59
94,6.474,3.478,127.446,22-01-24 09:34:02
95,6.575,3.371,127.44,22-01-24 09:34:05
96,6.205,3.461,127.16,22-01-24 09:34:09
97,5.658,4.307,127.459,22-01-24 09:34:12
98,5.647,6.211,129.352,22-01-24 09:34:15
99,6.792,2.866,127.153,22-01-24 09:34:19
100,5.089,4.566,127.149,22-01-24 09:34:22
101,7.051,2.651,127.196,22-01-24 09:41:43
102,0,0,0,22-01-24 09:41:46
103,7.066,2.635,127.195,22-01-24 09:43:52
104,0,0,0,22-01-24 09:43:55
105,7.084,2.883,127.46,22-01-24 09:43:58
106,6.463,3.501,127.458,22-01-24 09:44:02
107,6.558,3.399,127.452,22-01-24 09:44:05
108,6.211,3.47,127.175,22-01-24 09:44:08
109,5.652,4.31,127.456,22-01-24 09:44:12
110,5.614,6.249,129.358,22-01-24 09:44:15
111,6.804,2.861,127.16,22-01-24 09:44:18
112,5.091,4.575,127.161,22-01-24 09:44:22
113,2.491,7.214,127.199,22-01-24 09:44:36
114,6.762,3.198,127.455,22-01-24 09:44:39
115,6.788,3.176,127.458,22-01-24 09:44:42
116,6.788,3.176,127.458,22-01-24 09:44:46
117,6.418,3.539,127.451,22-01-24 09:44:49
118,6.21,3.472,127.176,22-01-24 09:44:52
119,5.653,4.318,127.465,22-01-24 09:44:56
120,5.828,6.036,129.358,22-01-24 09:44:59
121,6.795,2.874,127.163,22-01-24 09:45:02
122,5.195,4.472,127.162,22-01-24 09:45:06
123,2.495,7.212,127.201,22-01-24 09:45:37
124,6.751,3.215,127.46,22-01-24 09:45:40
125,6.789,3.175,127.458,22-01-24 09:45:44
126,7.096,2.568,127.158,22-01-24 09:45:47
127,6.386,3.57,127.45,22-01-24 09:45:50
128,6.212,3.471,127.177,22-01-24 09:45:54
129,5.66,4.322,127.476,22-01-24 09:45:57
130,5.793,6.072,129.359,22-01-24 09:46:00
131,6.646,3.017,127.158,22-01-24 09:46:04
132,6.646,3.017,127.162,22-01-24 09:46:07
133,2.499,7.21,127.203,22-01-24 09:48:07
134,6.743,3.225,127.462,22-01-24 09:48:11
135,6.787,3.179,127.46,22-01-24 09:48:14
136,7.088,2.576,127.158,22-01-24 09:48:17
137,6.372,3.591,127.456,22-01-24 09:48:21
138,6.207,3.478,127.18,22-01-24 09:48:24
139,5.65,4.321,127.465,22-01-24 09:48:27
140,5.76,6.104,129.358,22-01-24 09:48:31
141,5.76,6.104,127.158,22-01-24 09:48:34
142,6.147,3.53,127.171,22-01-24 09:48:37
143,2.51,7.208,127.212,22-01-24 09:53:20
144,6.73,3.244,127.468,22-01-24 09:53:23
145,6.791,3.182,127.467,22-01-24 09:53:27
146,7.089,2.586,127.169,22-01-24 09:53:30
147,6.394,3.581,127.469,22-01-24 09:53:34
148,6.207,3.486,127.187,22-01-24 09:53:37
149,5.645,4.343,127.483,22-01-24 09:53:41
150,5.717,6.15,129.361,22-01-24 09:53:44
151,0,0,0,22-01-24 09:53:47
152,6.162,3.519,127.175,22-01-24 09:53:51
153,2.509,7.207,127.21,22-01-24 09:54:13
154,6.725,3.253,127.471,22-01-24 09:54:16
155,6.792,3.183,127.469,22-01-24 09:54:20
156,7.095,2.576,127.164,22-01-24 09:54:23
157,6.425,3.541,127.46,22-01-24 09:54:27
158,6.203,3.485,127.183,22-01-24 09:54:30
159,5.653,4.345,127.492,22-01-24 09:54:33
160,5.697,6.172,129.363,22-01-24 09:54:37
161,2.508,7.208,127.21,22-01-24 09:54:51
162,6.718,3.258,127.47,22-01-24 09:54:54
163,6.789,3.186,127.468,22-01-24 09:54:58
164,7.086,2.587,127.167,22-01-24 09:55:01
165,6.445,3.525,127.464,22-01-24 09:55:05
166,6.198,3.49,127.182,22-01-24 09:55:08
167,5.622,4.354,127.469,22-01-24 09:55:12
168,5.708,6.159,129.361,22-01-24 09:55:15
169,0,0,0,22-01-24 09:55:19
170,6.167,3.518,127.179,22-01-24 09:55:22
171,2.514,7.207,127.215,22-01-24 09:57:22
172,6.709,3.271,127.474,22-01-24 09:57:26
173,6.794,3.185,127.472,22-01-24 09:57:29
174,7.083,2.594,127.171,22-01-24 09:57:33
175,6.472,3.5,127.466,22-01-24 09:57:36
176,6.202,3.496,127.191,22-01-24 09:57:40
177,5.618,4.359,127.471,22-01-24 09:57:43
178,5.7,6.169,129.363,22-01-24 09:57:47
179,0,0,0,22-01-24 09:57:50
180,2.515,7.21,127.22,22-01-24 10:01:44
181,6.699,3.285,127.478,22-01-24 10:01:48
182,6.79,3.19,127.474,22-01-24 10:01:51
183,7.086,2.594,127.175,22-01-24 10:01:55
184,6.496,3.481,127.471,22-01-24 10:01:58
185,6.196,3.505,127.195,22-01-24 10:02:02
186,5.611,4.38,127.484,22-01-24 10:02:05
187,5.717,6.155,129.365,22-01-24 10:02:09
188,0,0,0,22-01-24 10:02:12
189,6.183,3.501,127.178,22-01-24 10:02:15
190,2.518,7.208,127.22,22-01-24 10:02:31
191,2.529,7.199,127.222,22-01-24 10:02:51
192,6.696,3.287,127.477,22-01-24 10:02:55
193,6.79,3.191,127.475,22-01-24 10:02:58
194,7.081,2.599,127.174,22-01-24 10:03:02
195,6.515,3.465,127.474,22-01-24 10:03:05
196,6.194,3.508,127.195,22-01-24 10:03:09
197,5.602,4.385,127.481,22-01-24 10:03:12
198,5.704,6.177,129.375,22-01-24 10:03:16
199,0,0,0,22-01-24 10:03:19
200,6.186,3.497,127.178,22-01-24 10:03:23
201,7.122,2.649,127.265,22-01-24 14:04:48
202,7.11,2.659,127.263,22-01-24 14:04:51
203,6.743,3.29,127.527,22-01-24 14:04:54
204,6.748,3.287,127.529,22-01-24 14:04:58
205,7.1,2.663,127.258,22-01-24 14:22:52
206,7.099,2.663,127.257,22-01-24 14:22:55
207,7.102,2.661,127.256,22-01-24 14:22:58
208,7.1,2.661,127.255,22-01-24 14:23:01
209,7.099,2.662,127.255,22-01-24 14:23:04
210,7.095,2.664,127.253,22-01-24 14:23:07
211,7.091,2.669,127.254,22-01-24 14:23:10
212,7.09,2.668,127.252,22-01-24 14:23:13
213,7.079,2.684,127.257,22-01-24 14:23:16
214,7.086,2.673,127.254,22-01-24 14:23:18
215,7.088,2.671,127.253,22-01-24 14:23:21
216,7.077,2.683,127.255,22-01-24 14:23:24
217,7.081,2.679,127.253,22-01-24 14:23:27
218,7.077,2.684,127.255,22-01-24 14:23:30
219,7.082,2.676,127.252,22-01-24 14:23:33
220,7.08,2.678,127.252,22-01-24 14:23:36
221,7.077,2.681,127.252,22-01-24 14:23:39
222,7.078,2.682,127.253,22-01-24 14:23:42
223,7.072,2.685,127.251,22-01-24 14:23:45
224,7.08,2.676,127.25,22-01-24 14:23:48
225,7.078,2.678,127.25,22-01-24 14:23:51
226,7.073,2.683,127.25,22-01-24 14:23:54
227,7.07,2.688,127.252,22-01-24 14:23:57
228,7.066,2.691,127.251,22-01-24 14:24:00
229,7.07,2.686,127.25,22-01-24 14:24:03
230,7.069,2.688,127.25,22-01-24 14:24:06
231,7.066,2.69,127.25,22-01-24 14:24:08
232,7.062,2.694,127.25,22-01-24 14:24:11
233,7.065,2.691,127.25,22-01-24 14:24:14
234,7.055,2.701,127.25,22-01-24 14:24:17
235,7.063,2.692,127.249,22-01-24 14:24:20
236,7.059,2.696,127.249,22-01-24 14:24:23
237,7.057,2.699,127.25,22-01-24 14:24:26
238,7.057,2.699,127.249,22-01-24 14:24:29
239,7.06,2.696,127.251,22-01-24 14:24:32
240,7.061,2.694,127.249,22-01-24 14:24:35
241,7.07,2.685,127.249,22-01-24 14:24:38
242,7.063,2.69,127.247,22-01-24 14:24:41
243,7.064,2.691,127.249,22-01-24 14:24:44
244,7.065,2.69,127.249,22-01-24 14:24:47
245,7.063,2.692,127.249,22-01-24 14:24:50
246,7.055,2.7,127.249,22-01-24 14:24:53
247,7.051,2.702,127.247,22-01-24 14:24:56
248,7.051,2.703,127.248,22-01-24 14:24:59
249,7.045,2.708,127.246,22-01-24 14:25:01
250,7.042,2.71,127.246,22-01-24 14:25:04
251,7.047,2.705,127.246,22-01-24 14:25:07
252,7.045,2.72,127.259,22-01-24 14:25:10
253,7.047,2.707,127.248,22-01-24 14:25:13
254,7.051,2.702,127.247,22-01-24 14:25:16
255,7.047,2.707,127.248,22-01-24 14:25:19
256,7.044,2.708,127.246,22-01-24 14:25:22
257,7.039,2.712,127.245,22-01-24 14:25:25
258,7.036,2.72,127.251,22-01-24 14:25:28
259,7.035,2.721,127.25,22-01-24 14:25:31
260,7.033,2.722,127.248,22-01-24 14:25:34
261,7.032,2.719,127.245,22-01-24 14:25:37
262,7.032,2.721,127.247,22-01-24 14:25:40
263,7.032,2.719,127.245,22-01-24 14:25:43
264,7.031,2.722,127.246,22-01-24 14:25:46
265,7.028,2.727,127.249,22-01-24 14:25:49
266,7.027,2.727,127.248,22-01-24 14:25:52
267,7.026,2.726,127.246,22-01-24 14:25:55
268,7.028,2.724,127.246,22-01-24 14:25:58
269,7.027,2.727,127.248,22-01-24 14:26:01
270,7.027,2.725,127.246,22-01-24 14:26:04
271,7.028,2.725,127.247,22-01-24 14:26:06
272,7.032,2.721,127.248,22-01-24 14:26:09
273,7.032,2.722,127.247,22-01-24 14:26:12
274,7.03,2.725,127.248,22-01-24 14:26:15
275,7.028,2.727,127.249,22-01-24 14:26:18
276,7.029,2.725,127.249,22-01-24 14:26:21
277,7.024,2.73,127.248,22-01-24 14:26:24
278,7.02,2.735,127.249,22-01-24 14:26:27
279,7.019,2.734,127.247,22-01-24 14:26:30
280,7.022,2.733,127.249,22-01-24 14:26:33
281,7.021,2.733,127.249,22-01-24 14:26:36
282,7.026,2.726,127.246,22-01-24 14:26:39
283,7.018,2.737,127.249,22-01-24 14:26:42
284,7.019,2.737,127.25,22-01-24 14:26:45
285,7.019,2.736,127.249,22-01-24 14:26:48
286,7.02,2.748,127.262,22-01-24 14:26:51
287,7.019,2.736,127.249,22-01-24 14:26:54
288,7.019,2.737,127.25,22-01-24 14:26:57
289,7.02,2.734,127.248,22-01-24 14:27:00
290,7.018,2.738,127.25,22-01-24 14:27:02
291,7.013,2.741,127.248,22-01-24 14:27:05
292,7.016,2.736,127.247,22-01-24 14:27:08
293,7.009,2.745,127.248,22-01-24 14:27:11
294,7.009,2.744,127.247,22-01-24 14:27:14
295,7.021,2.734,127.248,22-01-24 14:27:17
296,7.014,2.752,127.26,22-01-24 14:27:20
297,7.008,2.744,127.246,22-01-24 14:27:23
298,7.017,2.736,127.247,22-01-24 14:27:26
299,7.005,2.747,127.246,22-01-24 14:27:29
300,7.011,2.741,127.246,22-01-24 14:27:32
301,7.013,2.742,127.25,22-01-24 14:27:35
302,7.014,2.739,127.247,22-01-24 14:27:38
303,7.009,2.755,127.258,22-01-24 14:27:41
304,7.002,2.751,127.247,22-01-24 14:27:44
305,7.018,2.739,127.251,22-01-24 15:06:26
306,6.729,3.293,127.516,22-01-24 15:06:29
307,6.735,3.283,127.512,22-01-24 15:06:33
308,7.065,2.654,127.213,22-01-24 15:06:36
309,6.99,2.767,127.251,22-01-24 15:06:39
310,6.654,3.367,127.515,22-01-24 15:06:42
311,6.733,3.286,127.513,22-01-24 15:06:46
312,7.064,2.654,127.211,22-01-24 15:06:49
313,6.991,2.765,127.25,22-01-24 15:06:52
314,6.643,3.38,127.517,22-01-24 15:06:56
315,6.731,3.287,127.513,22-01-24 15:06:59
316,7.06,2.656,127.21,22-01-24 15:07:03
317,6.991,2.766,127.251,22-01-24 15:07:05
318,6.976,2.782,127.251,22-01-24 15:09:39
319,6.973,2.791,127.258,22-01-24 15:39:53
320,6.613,3.417,127.523,22-01-24 15:39:56
321,6.735,3.292,127.52,22-01-24 15:40:00
322,7.057,2.667,127.218,22-01-24 15:40:03
323,6.539,3.481,127.514,22-01-24 15:40:07
324,6.228,3.532,127.255,22-01-24 15:40:10
325,5.649,4.393,127.535,22-01-24 15:40:14
326,5.764,6.124,129.382,22-01-24 15:40:17
327,7.005,3.519,128.019,22-01-24 15:40:21
328,6.735,2.995,127.225,22-01-24 15:40:24
329,6.968,2.796,127.258,22-01-24 15:43:08
330,6.594,3.43,127.518,22-01-24 15:43:11
331,6.73,3.295,127.52,22-01-24 15:43:15
332,7.053,2.67,127.217,22-01-24 15:43:18
333,6.547,3.473,127.514,22-01-24 15:43:22
334,6.207,3.533,127.234,22-01-24 15:43:25
335,5.643,4.387,127.524,22-01-24 15:43:29
336,5.782,6.105,129.381,22-01-24 15:43:32
337,7.001,3.527,128.022,22-01-24 15:43:36
338,6.746,2.979,127.219,22-01-24 15:43:39
339,6.964,2.8,127.259,22-01-24 15:46:26
340,6.577,3.473,127.544,22-01-24 15:46:29
341,6.736,3.293,127.523,22-01-24 15:46:32
342,7.048,2.675,127.218,22-01-24 15:46:36
343,6.549,3.472,127.515,22-01-24 15:46:39
344,6.206,3.536,127.236,22-01-24 15:46:43
345,5.644,4.392,127.53,22-01-24 15:46:46
346,5.769,6.12,129.382,22-01-24 15:46:50
347,6.996,3.523,128.013,22-01-24 15:46:53
348,6.746,2.982,127.222,22-01-24 15:46:56
349,6.962,2.803,127.259,22-01-24 15:47:26
350,6.546,3.487,127.526,22-01-24 15:47:29
351,6.734,3.294,127.522,22-01-24 15:47:33
352,7.046,2.679,127.218,22-01-24 15:47:36
353,6.548,3.473,127.515,22-01-24 15:47:40
354,6.207,3.536,127.237,22-01-24 15:47:43
355,5.631,4.393,127.518,22-01-24 15:47:46
356,5.762,6.128,129.383,22-01-24 15:47:50
357,6.995,3.529,128.018,22-01-24 15:47:53
358,6.75,2.977,127.221,22-01-24 15:47:57
359,6.743,3.294,127.532,22-01-24 16:20:59
360,6.743,3.296,127.532,22-01-24 16:21:02
361,6.737,3.301,127.533,22-01-24 16:21:05
362,6.748,3.299,127.54,22-01-24 16:21:08
363,6.737,3.304,127.535,22-01-24 16:21:11
364,6.743,3.309,127.546,22-01-24 16:21:14
365,6.735,3.314,127.543,22-01-24 16:21:17
366,6.727,3.312,127.533,22-01-24 16:21:20
367,6.725,3.313,127.532,22-01-24 16:21:23
368,6.728,3.308,127.53,22-01-24 16:21:26
369,6.723,3.315,127.532,22-01-24 16:21:29
370,6.721,3.314,127.529,22-01-24 16:21:32
371,6.721,3.32,127.534,22-01-24 16:21:35
372,6.714,3.325,127.534,22-01-24 16:21:37
373,6.706,3.348,127.547,22-01-24 16:21:40
374,6.677,3.362,127.533,22-01-24 16:21:43
375,6.678,3.377,127.549,22-01-24 16:21:46
376,6.661,3.381,127.536,22-01-24 16:21:49
377,6.665,3.374,127.532,22-01-24 16:21:52
378,6.657,3.384,127.535,22-01-24 16:21:55
379,6.65,3.388,127.532,22-01-24 16:21:58
380,6.645,3.395,127.534,22-01-24 16:22:01
381,6.639,3.405,127.538,22-01-24 16:22:04
382,6.621,3.419,127.534,22-01-24 16:22:07
383,6.609,3.434,127.537,22-01-24 16:22:10
384,6.617,3.423,127.533,22-01-24 16:22:13
385,6.61,3.431,127.535,22-01-24 16:22:16
386,6.612,3.428,127.534,22-01-24 16:22:19
387,6.611,3.433,127.538,22-01-24 16:22:22
388,6.599,3.441,127.534,22-01-24 16:22:25
389,6.594,3.445,127.533,22-01-24 16:22:28
390,6.591,3.447,127.532,22-01-24 16:22:31
391,6.582,3.468,127.544,22-01-24 16:22:34
392,6.542,3.497,127.534,22-01-24 16:22:36
393,6.514,3.526,127.533,22-01-24 16:22:39
394,6.516,3.524,127.534,22-01-24 16:22:42
395,6.488,3.55,127.532,22-01-24 16:22:45
396,6.485,3.554,127.533,22-01-24 16:22:48
397,6.479,3.561,127.534,22-01-24 16:22:51
398,6.479,3.559,127.532,22-01-24 16:22:54
399,6.468,3.572,127.534,22-01-24 16:22:57
400,6.473,3.567,127.534,22-01-24 16:23:00
401,6.455,3.584,127.533,22-01-24 16:23:03
402,6.448,3.591,127.533,22-01-24 16:23:06
403,6.448,3.592,127.534,22-01-24 16:23:09
404,6.434,3.608,127.535,22-01-24 16:23:12
405,6.414,3.625,127.533,22-01-24 16:23:15
406,6.424,3.626,127.544,22-01-24 16:23:18
407,6.409,3.632,127.535,22-01-24 16:23:21
408,6.411,3.644,127.549,22-01-24 16:23:24
409,6.403,3.637,127.534,22-01-24 16:23:27
410,6.386,3.662,127.542,22-01-24 16:23:30
411,6.394,3.656,127.545,22-01-24 16:23:32
412,6.376,3.663,127.533,22-01-24 16:23:35
413,6.383,3.656,127.533,22-01-24 16:23:38
414,6.383,3.656,127.533,22-01-24 16:23:41
415,6.38,3.663,127.537,22-01-24 16:23:44
416,6.37,3.671,127.535,22-01-24 16:23:47
417,6.364,3.676,127.535,22-01-24 16:23:50
418,6.36,3.681,127.534,22-01-24 16:23:53
419,6.332,3.709,127.535,22-01-24 16:23:56
420,6.33,3.714,127.538,22-01-24 16:23:59
421,6.321,3.719,127.534,22-01-24 16:24:02
422,6.303,3.738,127.535,22-01-24 16:24:05
423,6.296,3.747,127.537,22-01-24 16:24:08
424,6.292,3.75,127.536,22-01-24 16:24:11
425,6.301,3.74,127.535,22-01-24 16:24:14
426,6.289,3.75,127.534,22-01-24 16:24:17
427,6.273,3.766,127.533,22-01-24 16:24:20
428,6.278,3.762,127.533,22-01-24 16:24:23
429,6.28,3.759,127.533,22-01-24 16:24:26
430,6.279,3.76,127.534,22-01-24 16:24:29
431,6.295,3.758,127.547,22-01-24 16:24:32
432,6.282,3.767,127.543,22-01-24 16:24:35
433,6.286,3.763,127.543,22-01-24 16:24:37
434,6.27,3.771,127.535,22-01-24 16:24:40
435,6.255,3.795,127.544,22-01-24 16:24:43
436,6.245,3.794,127.533,22-01-24 16:24:46
437,6.247,3.793,127.534,22-01-24 16:24:49
438,6.26,3.79,127.545,22-01-24 16:24:52
439,6.257,3.795,127.546,22-01-24 16:24:55
440,6.238,3.803,127.535,22-01-24 16:24:58
441,6.236,3.806,127.536,22-01-24 16:25:01
442,6.232,3.811,127.537,22-01-24 16:25:04
443,6.222,3.82,127.536,22-01-24 16:25:07
444,6.211,3.828,127.533,22-01-24 16:25:10
445,6.226,3.826,127.547,22-01-24 16:25:13
446,6.198,3.844,127.536,22-01-24 16:25:16
447,6.173,3.868,127.535,22-01-24 16:25:19
448,6.17,3.873,127.537,22-01-24 16:25:22
449,6.166,3.879,127.538,22-01-24 16:25:25
450,6.176,3.864,127.534,22-01-24 16:25:28
451,6.166,3.874,127.534,22-01-24 16:25:31
452,6.174,3.866,127.534,22-01-24 16:25:34
453,6.16,3.883,127.537,22-01-24 16:25:37
454,6.154,3.888,127.536,22-01-24 16:25:39
455,6.135,3.904,127.534,22-01-24 16:25:42
456,6.119,3.926,127.54,22-01-24 16:25:45
457,6.112,3.928,127.535,22-01-24 16:25:48
458,6.127,3.918,127.539,22-01-24 16:25:51
459,6.099,3.944,127.537,22-01-24 16:26:01
460,6.528,3.518,127.54,22-01-24 16:26:04
461,6.543,3.523,127.56,22-01-24 16:26:07
462,6.51,3.536,127.54,22-01-24 16:26:10
463,6.506,3.535,127.534,22-01-24 16:26:13
464,6.492,3.553,127.539,22-01-24 16:26:16
465,6.482,3.562,127.538,22-01-24 16:26:19
466,6.467,3.581,127.542,22-01-24 16:26:22
467,6.457,3.589,127.54,22-01-24 16:26:25
468,6.447,3.6,127.541,22-01-24 16:26:28
469,6.427,3.62,127.54,22-01-24 16:26:31
470,6.412,3.634,127.54,22-01-24 16:26:34
471,6.393,3.654,127.542,22-01-24 16:26:37
472,6.376,3.667,127.537,22-01-24 16:26:40
473,6.363,3.681,127.538,22-01-24 16:26:42
474,6.351,3.692,127.537,22-01-24 16:26:45
475,6.339,3.705,127.539,22-01-24 16:26:48
476,6.333,3.71,127.536,22-01-24 16:26:51
477,6.326,3.722,127.542,22-01-24 16:26:54
478,6.311,3.736,127.54,22-01-24 16:26:57
479,6.305,3.742,127.542,22-01-24 16:27:00
480,6.296,3.752,127.542,22-01-24 16:27:03
481,6.102,3.941,127.537,22-01-24 16:27:17
482,6.288,3.761,127.543,22-01-24 16:27:20
483,6.084,3.968,127.547,22-01-24 16:31:14
484,6.264,3.782,127.54,22-01-24 16:31:17
485,5.084,4.956,127.533,22-01-24 16:31:21
486,6.948,2.785,127.227,22-01-24 16:31:24
487,6.059,3.984,127.536,22-01-24 16:32:27
488,6.061,3.981,127.536,22-01-24 16:32:29
489,6.031,4.01,127.536,22-01-24 16:32:32
490,6.019,4.022,127.536,22-01-24 16:32:35
491,6.015,4.028,127.537,22-01-24 16:32:38
492,6.013,4.027,127.534,22-01-24 16:32:41
493,6.008,4.044,127.546,22-01-24 16:32:44
494,5.992,4.07,127.555,22-01-24 16:32:47
495,5.972,4.072,127.538,22-01-24 16:32:50
496,5.973,4.078,127.545,22-01-24 16:32:53
497,5.98,4.073,127.546,22-01-24 16:32:56
498,5.965,4.078,127.537,22-01-24 16:32:59
499,5.955,4.09,127.54,22-01-24 16:33:02
500,5.958,4.099,127.551,22-01-24 16:33:05
501,5.934,4.108,127.536,22-01-24 16:33:08
502,5.922,4.123,127.539,22-01-24 16:33:11
503,5.917,4.138,127.55,22-01-24 16:33:14
504,5.881,4.163,127.538,22-01-24 16:33:17
505,5.849,4.197,127.54,22-01-24 16:35:46
506,6.245,3.797,127.536,22-01-24 16:35:49
507,5.082,4.959,127.535,22-01-24 16:35:52
508,6.946,2.788,127.228,22-01-24 16:35:56
509,6.469,3.304,127.268,22-01-24 16:35:59
510,6.088,3.666,127.248,22-01-24 16:36:03
511,5.634,4.407,127.535,22-01-24 16:36:06
512,5.772,6.121,129.387,22-01-24 16:36:10
513,6.996,3.53,128.019,22-01-24 16:36:13
514,6.745,2.991,127.231,22-01-24 16:36:17
515,5.852,4.196,127.542,22-01-24 16:36:42
516,6.222,3.821,127.537,22-01-24 16:36:45
517,5.084,4.958,127.536,22-01-24 16:36:48
518,6.942,2.794,127.23,22-01-24 16:36:52
519,6.461,3.313,127.268,22-01-24 16:36:55
520,6.068,3.687,127.249,22-01-24 16:36:59
521,5.626,4.417,127.537,22-01-24 16:37:02
522,5.774,6.118,129.386,22-01-24 16:37:06
523,6.991,3.538,128.023,22-01-24 16:37:09
524,6.751,2.983,127.229,22-01-24 16:37:12
525,5.767,4.21,127.471,22-01-24 22:29:51
526,6.172,3.811,127.477,22-01-24 22:29:55
527,0,0,0,22-01-24 22:29:58
528,4.23,5.451,127.175,22-01-24 22:30:02
529,6.232,3.485,127.211,22-01-24 22:30:05
530,6.049,3.656,127.2,22-01-24 22:30:09
531,5.92,4.051,127.466,22-01-24 22:30:12
532,0,0,0,22-01-24 22:30:16
533,6.354,4.111,127.959,22-01-24 22:30:19
534,6.73,2.954,127.178,22-01-24 22:30:23
535,5.753,4.224,127.472,22-01-24 22:33:10
536,6.162,3.819,127.475,22-01-24 22:33:13
537,0,0,0,22-01-24 22:33:17
538,4.23,5.452,127.175,22-01-24 22:33:20
539,6.228,3.5,127.222,22-01-24 22:33:24
540,6.03,3.67,127.194,22-01-24 22:33:27
541,5.916,4.068,127.478,22-01-24 22:33:30
542,0,0,0,22-01-24 22:33:34
